Week number,DATE,A(H1N1),A(H3N2),A(unknown),B,Positivity (%)*,Influenza 2022-2023 (%),Influenza 2021-2022 (%),Influenza 2020-2021 (%),Influenza 2019-2020 (%),Influenza 2018-2019 (%),Influenza 2017-2018 (%),T2M,QV2M,PRECTOTCORR,WS10M_RANGE,PS,NO,PM2.5,SO,CO
12,23/03/2023,0,8,10,98,0,3.8,0,2.1,1.6,10.7,15.7,9.743714286,6.662571429,2.621142857,3.862857143,99.82114286,0.392657143,9.012285714,1.807428571,214.0114286
13,30/03/2023,0,1,9,100,0,4.3,0,0.7,1.6,9.4,16.8,8.196857143,5.868,3.111142857,5.48,100.0542857,0.387542857,6.702285714,1.762285714,199.7742857
14,06/04/2023,0,0,9,79,0,5.3,0,0.1,1.5,7.4,15.2,7.228285714,5.301714286,2.715714286,3.138,100.8542857,0.281857143,6.306571429,1.588285714,193.3857143
15,13/04/2023,1,0,11,58,0,3.9,0.1,0,1.2,7.2,9.8,8.267714286,5.560857143,2.864857143,5.395428571,100.3108571,0.4162,7.467714286,1.362857143,215.8228571
16,20/04/2023,1,2,10,40,0,2.9,0,0.1,1.1,6.4,6,8.934857143,5.617142857,1.569142857,4.345142857,101.4602857,0.367971429,8.013428571,1.706,215.7514286
17,27/04/2023,1,1,11,41,0,2.5,0,0,1.1,5.5,3,8.014285714,5.433428571,3.159714286,4.265142857,100.3951429,0.310142857,4.565142857,1.429714286,186.8742857
18,04/05/2023,0,0,10,33,0,2.1,0,0,1,3.8,2.4,10.82085714,6.628,0.653428571,3.246571429,101.2425714,0.243542857,5.817142857,1.454857143,200.34
19,11/05/2023,0,2,12,14,0,1.8,0,0,0.5,3.5,1.5,12.98685714,8.06,4.563714286,3.168857143,100.6874286,0.342571429,7.652857143,0.996,207.1342857
20,18/05/2023,0,0,4,14,0,1.2,0,0,0.4,2.7,1.6,11.63228571,6.727714286,0.774571429,3.636857143,101.6722857,0.2214,9.649142857,1.481142857,240.68
21,25/05/2023,0,0,14,11,0,0.8,0,0,0.6,2.7,1.1,12.74714286,6.961428571,0.175142857,3.408857143,101.8117143,0.254742857,6.275714286,1.366285714,197.3142857
22,01/06/2023,1,3,8,3,0,1,0.1,0,0.4,1.4,0.6,12.58742857,6.787714286,0.058571429,2.994285714,102.0354286,0.2388,5.970571429,1.517428571,199.6685714
23,08/06/2023,0,0,10,2,0,0.9,0,0,0.4,2,0.4,13.01114286,6.919142857,0.037142857,2.606,101.6117143,0.199914286,5.895714286,1.479714286,184.0628571
24,15/06/2023,0,1,10,3,0,0.5,0,0,0.4,1.7,0.7,18.04171429,9.769142857,0.502857143,2.907142857,100.8965714,0.264428571,5.120857143,1.348857143,183.9542857
25,22/06/2023,2,0,9,5,0,0.5,0,0,0.5,1.2,0.4,18.218,10.17142857,3.430571429,3.082857143,100.6422857,0.376514286,4.566285714,1.819142857,208.94
26,29/06/2023,0,2,5,2,0,0.5,0,0,0.4,1,0.6,18.86028571,10.29314286,1.315714286,3.468571429,101.1122857,0.307514286,4.739428571,1.758571429,223.4657143
27,06/07/2023,5,7,5,2,0,0,0,0,0,0,0,15.78057143,8.140857143,2.401428571,4.829714286,100.2522857,0.295371429,4.805428571,1.197714286,188.1371429
28,13/07/2023,1,5,14,2,0,0,0,0,0,0,0,18.36542857,9.821142857,1.451142857,4.029142857,100.7351429,0.230714286,8.882571429,1.924,203.52
29,20/07/2023,0,14,10,5,0,0,0,0,0,0,0,16.63457143,8.999714286,3.643428571,4.547428571,100.4,0.277771429,7.737714286,2.213714286,233.5771429
30,27/07/2023,2,15,6,4,0,0,0,0,0,0,0,16.39514286,9.248285714,5.445428571,4.857428571,100.0185714,0.381828571,6.373142857,1.576285714,244.0914286
31,03/08/2023,0,10,6,2,0,0,0,0,0,0,0,17.38828571,9.936285714,3.795714286,4.827142857,99.47942857,0.286828571,6.912857143,1.724285714,234.64
32,10/08/2023,0,7,32,7,0,0,0,0,0,0,0,16.10342857,8.986571429,2.748571429,4.420285714,100.8145714,0.341371429,9.577714286,2.884857143,245.2
33,17/08/2023,1,9,12,3,0,0,0,0,0,0,0,18.29285714,10.16885714,1.233142857,3.814571429,100.8294286,0.381914286,7.828285714,2.588285714,230.7142857
34,24/08/2023,0,7,13,7,0,0,0,0,0,0,0,18.83771429,10.62628571,2.265714286,3.200285714,100.99,0.532628571,9.983714286,2.533714286,250.2257143
35,31/08/2023,3,8,5,1,0,0,0,0,0,0,0,15.01771429,8.309428571,1.782285714,2.876285714,100.2554286,0.543714286,6.291714286,2.153142857,267.5542857
36,07/09/2023,1,12,20,6,0,0,0,0,0,0,0,19.238,11.03857143,0.507142857,2.486285714,101.2314286,0.795428571,7.685714286,2.672571429,240.6657143
37,14/09/2023,1,12,31,6,0,0,0,0,0,0,0,19.31028571,10.81714286,1.864571429,3.021142857,100.9137143,1.151142857,9.488571429,2.324857143,277.96
38,21/09/2023,0,16,20,4,0,0,0,0,0,0,0,16.58942857,9.973142857,4.314857143,5.283714286,99.79028571,1.5858,8.689142857,2.402857143,314.3742857
39,28/09/2023,1,8,14,5,0,0,0,0,0,0,0,15.20342857,8.872857143,1.447714286,5.155142857,100.5597143,0.935828571,5.770285714,2.789428571,263.1371429
40,05/10/2023,6,13,18,9,0,0,0,0,0,0,0,14.95857143,8.929428571,1.344285714,4.225142857,101.248,1.0246,8.216285714,2.686,296.9171429
41,12/10/2023,4,9,29,18,0,0,0,0,0,0,0,15.64885714,9.394,2.232285714,3.821428571,101.0422857,1.104314286,9.676,1.925142857,316.26
42,19/10/2023,6,20,26,13,0,0,0,0,0,0,0,10.94142857,7.125142857,4.964571429,5.16,100.0948571,0.902828571,9.195428571,2.545428571,277.7714286
43,26/10/2023,2,20,30,14,0,0,0,0,0,0,0,10.66485714,7.636,5.827142857,4.138857143,98.74171429,1.935228571,18.19171429,4.271142857,353.6914286
44,02/11/2023,5,25,44,14,0,0,0,0,0,0,0,10.43114286,7.516857143,7.718285714,4.640285714,98.05628571,2.534,26.21657143,6.075142857,414.5314286
45,09/11/2023,8,42,71,17,0,0,0,0,0,0,0,8.354571429,6.441428571,2.854857143,5.132,98.28657143,1.459571429,15.77571429,3.964857143,419.2314286
46,16/11/2023,4,45,66,13,0,0,0,0,0,0,0,7.769142857,6.236571429,3.734571429,5.121142857,99.71171429,0.497485714,6.885428571,2.748285714,321.0685714
47,23/11/2023,8,55,66,10,0,0,0,0,0,0,0,8.955142857,6.738857143,1.990285714,3.988285714,100.8885714,0.441714286,5.533428571,3.010571429,316.74
48,30/11/2023,17,75,86,9,0,0,0,0,0,0,0,2.795142857,4.372285714,2.054857143,3.564857143,100.2654286,0.749142857,10.60942857,3.229428571,362.8171429
49,07/12/2023,35,157,223,15,0,0,0,0,0,0,0,2.758,4.496857143,5.215714286,3.714,100.1788571,1.859142857,19.48685714,5.25,364.8771429
50,14/12/2023,66,299,409,18,0,0,0,0,0,0,0,6.89,6.009714286,3.844571429,5.967142857,99.52571429,1.325371429,14.54514286,4.456,345.4714286
51,21/12/2023,105,331,553,18,0,0,0,0,0,0,0,8.125142857,6.266,2.278,3.136857143,101.6297143,0.743685714,9.044,3.224857143,323.3085714
52,28/12/2023,79,294,598,15,0,0,0,0,0,0,0,9.194857143,6.664857143,2.745142857,5.104,99.94657143,1.266028571,11.84971429,3.402571429,329.5142857
1,04/01/2024,77,219,499,24,0,0,0,0,0,0,0,7.3805,6.0515,6.3215,6.762,99.0815,0.858485714,8.948571429,2.667714286,255.9257143
2,11/01/2024,57,206,544,21,0,0,0,0,0,0,0,3.499886364,4.347727273,0.161704545,2.596818182,102.7813636,1.3038,12.41771429,3.767714286,292.1628571
3,18/01/2024,104,387,753,22,0,0,0,0,0,0,0,1.547678571,3.832711039,0.502597403,3.385551948,100.2267532,0.895828571,8.644571429,3.120857143,286.4485714
4,25/01/2024,171,512,911,49,0,0,0,0,0,0,0,6.106071429,5.41211039,3.361168831,7.349237013,100.3517857,1.565171429,18.47485714,3.467714286,312.3857143
5,01/02/2024,158,489,712,67,0,0,0,0,0,0,0,5.871964286,5.305568182,2.104675325,4.89237013,101.520211,1.213714286,17.09742857,3.403714286,275.34
6,08/02/2024,125,369,669,65,0,0,0,0,0,0,0,7.389058442,5.928019481,4.199756494,4.708506494,100.2462013,0.984457143,15.71542857,3.443142857,241.3285714
7,15/02/2024,115,291,411,70,0,0,0,0,0,0,0,7.437305195,6.268912338,4.427857143,4.328701299,98.69660714,0.753228571,11.56085714,2.528285714,260.9885714
8,22/02/2024,68,211,310,62,0,0,0,0,0,0,0,8.433798701,6.487678571,5.53762987,5.431866883,100.4023539,0.778571429,9.282285714,2.430857143,230.8
9,29/02/2024,41,147,177,58,0,0,0,0,0,0,0,5.404675325,5.136899351,1.91150974,5.896136364,99.3611526,0.494114286,12.12285714,1.822857143,227.6857143
10,07/03/2024,29,124,168,78,0,0,0,0,0,0,0,5.159935065,5.039886364,2.426655844,5.046672078,99.74905844,0.434,6.519714286,2.161428571,217.1428571
11,14/03/2024,43,155,240,93,0,0,0,0,0,0,0,7.663944805,6.109642857,2.928474026,3.584545455,99.49454545,0.555714286,5.795142857,1.423428571,199.9914286
12,21/03/2024,21,92,173,78,0,0,0,0,0,0,0,9.086055195,6.575454545,2.41836039,5.101737013,100.4345455,0.503828571,8.380285714,1.834857143,195.0428571
13,28/03/2024,11,54,121,56,0,0,0,0,0,0,0,7.11887987,5.564204545,2.992548701,5.474383117,98.65743506,0.226571429,6.37,2.188,184.1714286
14,04/04/2024,13,55,89,46,0,0,0,0,0,0,0,8.54163961,6.348571429,3.333571429,5.409642857,98.55464286,0.259542857,5.233428571,1.493142857,182.5314286
15,11/04/2024,16,53,77,37,0,0,0,0,0,0,0,10.76761364,7.15275974,2.970762987,5.755340909,99.8337987,0.2292,5.328,1.731428571,171.2514286
16,18/04/2024,14,55,43,43,0,0,0,0,0,0,0,8.528392857,5.832094156,1.785487013,5.241103896,100.6734903,0.219371429,7.957714286,2.071142857,185.6542857
17,25/04/2024,10,43,51,42,0,0,0,0,0,0,0,6.946558442,4.926753247,0.933928571,4.259399351,101.1113636,0.207742857,7.519142857,2.024571429,172.7971429
18,02/05/2024,5,46,68,47,0,0,0,0,0,0,0,9.189642857,6.365016234,4.011185065,4.257646104,99.73811688,0.208285714,7.528,1.725428571,180.7685714
19,09/05/2024,8,36,29,41,0,0,0,0,0,0,0,11.59155844,7.424025974,1.825275974,3.231461039,100.6261201,0.264342857,6.367428571,2.014857143,183.5457143
20,16/05/2024,5,24,19,26,0,0,0,0,0,0,0,13.44676948,8.499253247,2.931590909,3.219821429,100.1516558,0.240628571,6.456,2.585428571,184.5657143
21,23/05/2024,4,18,10,17,0,0,0,0,0,0,0,13.05336039,8.230162338,3.990454545,3.078409091,100.2158442,0.192571429,6.604285714,2.313428571,185.5857143
22,30/05/2024,4,20,6,7,0,0,0,0,0,0,0,12.71076299,8.008295455,3.800194805,3.777061688,100.270974,0.281285714,5.658571429,2.340857143,182.86
23,06/06/2024,2,22,21,12,0,0,0,0,0,0,0,12.43850649,7.533392857,1.290097403,4.034448052,100.9180195,0.189657143,7.238285714,1.849142857,194.1428571
24,13/06/2024,0,15,11,11,0,0,0,0,0,0,0,11.32926948,6.788295455,2.849561688,4.612808442,100.4459578,0.170314286,5.080857143,1.556,172.5485714
25,20/06/2024,0,18,25,6,0,0,0,0,0,0,0,13.25678571,7.896704545,2.12413961,3.978214286,99.96412338,0.194742857,6.124571429,1.996857143,173.2314286
26,27/06/2024,1,16,16,0,0,0,0,0,0,0,0,16.71741883,9.859756494,0.400032468,3.496461039,100.4551786,0.233428571,4.631428571,1.966571429,190.74
27,04/07/2024,3,13,12,6,0,0,0,0,0,0,0,13.94732143,8.123555195,1.976168831,4.243409091,100.2885552,0.316657143,5.722285714,1.929714286,234.7914286
28,11/07/2024,0,29,18,4,0,0,0,0,0,0,0,14.3400974,8.745811688,6.230974026,4.486704545,99.99672078,0.202571429,6.187142857,2.112285714,203.9657143
29,18/07/2024,2,42,27,8,0,0,0,0,0,0,0,17.87284091,10.54829545,0.088181818,2.674659091,101.0245455,0.2773,9.293,1.52,216.24
